================================List of subscription================================
Subscription ID,Subscription Type,Duration,Start Date,End Date
8973,Monthly,38 Month,05/17/1969,07/17/1972
55715,Daily,32 Day,03/26/1974,04/27/1974
8972,Monthly,80 Month,02/05/1967,10/05/1973
55716,Monthly,87 Month,12/27/1972,03/27/1980
32946,Yearly,21 Year,12/01/1990,12/01/2011
20479,Yearly,14 Year,10/04/1986,10/04/2000
55719,One_Off,1 Day,10/14/1976,10/14/1976
32929,Daily,19 Day,11/26/1966,12/15/1966
8977,Daily,49 Day,04/15/1976,06/03/1976
6839,One_Off,1 Day,05/05/1974,05/05/1974
6837,Yearly,8 Year,07/05/1973,07/05/1981
49397,Monthly,87 Month,09/25/1967,12/25/1974
20481,One_Off,1 Day,09/05/1980,09/05/1980
6836,Monthly,17 Month,08/10/1978,01/10/1980
49395,Daily,6 Day,09/25/1968,10/01/1968
6834,Monthly,67 Month,02/14/1969,09/14/1974
49396,Daily,40 Day,07/10/1969,08/19/1969
49393,Monthly,48 Month,02/11/1988,02/11/1992
6832,One_Off,1 Day,06/14/1970,06/14/1970
6840,Yearly,26 Year,10/25/1967,10/25/1993
20489,Yearly,13 Year,07/10/1990,07/10/2003
20482,Daily,15 Day,05/08/1967,05/23/1967
20483,Daily,27 Day,09/20/1988,10/17/1988
55700,Yearly,21 Year,05/07/1976,05/07/1997
20485,Yearly,10 Year,09/26/1975,09/26/1985
32931,Yearly,13 Year,02/25/1975,02/25/1988
8986,Monthly,60 Month,08/16/1982,08/16/1987
55701,Monthly,34 Month,10/07/1987,08/07/1990
55702,Daily,51 Day,02/28/1989,04/20/1989
32934,Monthly,61 Month,01/26/1978,02/26/1983
8985,Monthly,64 Month,03/10/1984,07/10/1989
32935,Monthly,16 Month,07/15/1971,11/15/1972
32936,Monthly,58 Month,11/01/1988,09/01/1993
55708,Daily,12 Day,07/17/1971,07/29/1971
8981,Yearly,9 Year,07/16/1972,07/16/1981
8989,One_Off,1 Day,03/15/1975,03/15/1975
8987,Daily,18 Day,02/21/1986,03/11/1986
4707,Daily,12 Day,11/17/1970,11/29/1970
4705,Daily,21 Day,01/28/1976,02/18/1976
49360,Yearly,9 Year,07/28/1975,07/28/1984
6843,Monthly,75 Month,11/01/1985,02/01/1992
6844,Monthly,55 Month,08/19/1969,03/19/1974
4701,Daily,26 Day,08/24/1980,09/19/1980
4702,One_Off,1 Day,10/02/1971,10/02/1971
49363,One_Off,1 Day,07/03/1984,07/03/1984
53591,One_Off,1 Day,07/05/1989,07/05/1989
6846,Yearly,6 Year,04/07/1967,04/07/1973
20492,Yearly,16 Year,12/16/1986,12/16/2002
6847,Monthly,10 Month,05/05/1977,03/05/1978
20491,Monthly,64 Month,10/05/1979,02/05/1985
20490,Monthly,67 Month,11/18/1989,06/18/1995
49368,Monthly,29 Month,05/18/1990,10/18/1992
20496,Yearly,4 Year,06/20/1978,06/20/1982
20499,One_Off,1 Day,02/14/1977,02/14/1977
6850,Daily,24 Day,07/26/1979,08/19/1979
53598,Yearly,15 Year,01/01/1984,01/01/1999
53596,Daily,10 Day,05/17/1970,05/27/1970
20497,Yearly,25 Year,10/04/1982,10/04/2007
6852,Monthly,84 Month,08/28/1985,08/28/1992
20498,Yearly,28 Year,01/08/1983,01/08/2011
8991,Daily,43 Day,03/21/1969,05/03/1969
32969,Yearly,31 Year,03/13/1971,03/13/2002
8997,Monthly,29 Month,12/06/1989,05/06/1992
32964,One_Off,1 Day,01/09/1986,01/09/1986
8994,Monthly,50 Month,04/09/1990,06/09/1994
32965,Monthly,20 Month,08/26/1985,04/26/1987
8999,Monthly,60 Month,07/16/1967,07/16/1972
4716,Daily,37 Day,03/13/1976,04/19/1976
49370,Yearly,20 Year,12/05/1980,12/05/2000
4719,Yearly,19 Year,03/08/1990,03/08/2009
49373,Monthly,65 Month,06/19/1983,11/19/1988
49371,Daily,28 Day,12/16/1989,01/13/1990
4714,One_Off,1 Day,04/18/1988,04/18/1988
6853,Monthly,59 Month,08/23/1981,07/23/1986
6854,Monthly,22 Month,04/09/1974,02/09/1976
49377,Daily,10 Day,01/13/1990,01/23/1990
49375,Monthly,29 Month,04/17/1969,09/17/1971
6857,One_Off,1 Day,01/03/1971,01/03/1971
49376,Monthly,89 Month,03/13/1968,08/13/1975
4711,Monthly,78 Month,04/15/1969,10/15/1975
6858,Yearly,29 Year,08/05/1985,08/05/2014
53581,Daily,53 Day,05/25/1973,07/17/1973
32950,Monthly,11 Month,05/10/1976,04/10/1977
53582,Daily,43 Day,01/14/1988,02/26/1988
53583,Daily,42 Day,07/07/1966,08/18/1966
32952,Yearly,20 Year,04/02/1979,04/02/1999
6863,Daily,54 Day,05/26/1968,07/19/1968
6861,Monthly,39 Month,02/20/1974,05/20/1977
6860,Monthly,21 Month,04/17/1967,01/17/1969
32958,Yearly,35 Year,09/14/1972,09/14/2007
32953,Daily,9 Day,05/11/1986,05/20/1986
32955,Daily,39 Day,09/13/1971,10/22/1971
42286,Daily,55 Day,07/04/1975,08/28/1975
57760,Monthly,67 Month,11/18/1968,06/18/1974
55746,Daily,3 Day,04/27/1968,04/30/1968
55745,Yearly,27 Year,07/21/1976,07/21/2003
32976,Yearly,15 Year,01/12/1987,01/12/2002
32975,One_Off,1 Day,12/10/1984,12/10/1984
55742,One_Off,1 Day,09/26/1982,09/26/1982
32972,Monthly,27 Month,10/05/1983,01/05/1986
32971,Monthly,86 Month,04/22/1973,06/22/1980
55743,One_Off,1 Day,02/08/1968,02/08/1968
55740,Yearly,40 Year,08/06/1967,08/06/2007
4616,One_Off,1 Day,06/05/1983,06/05/1983
4614,Yearly,5 Year,05/11/1966,05/11/1971
4613,One_Off,1 Day,02/28/1976,02/28/1976
4611,One_Off,1 Day,02/23/1971,02/23/1971
4610,Yearly,39 Year,05/19/1966,05/19/2005
57765,Yearly,27 Year,12/28/1979,12/28/2006
57762,Monthly,10 Month,10/06/1988,08/06/1989
42281,Monthly,55 Month,06/04/1988,01/04/1993
4618,Monthly,5 Month,04/23/1972,09/23/1972
42280,Yearly,16 Year,04/21/1988,04/21/2004
57761,Monthly,73 Month,02/14/1973,03/14/1979
4617,Monthly,59 Month,07/27/1980,06/27/1985
42273,Monthly,86 Month,02/06/1990,04/06/1997
42275,Monthly,66 Month,06/11/1983,12/11/1988
42276,Monthly,68 Month,08/02/1989,04/02/1995
57771,Yearly,37 Year,09/03/1976,09/03/2013
55759,Yearly,38 Year,06/11/1971,06/11/2009
32987,One_Off,1 Day,08/01/1987,08/01/1987
42278,One_Off,1 Day,10/28/1967,10/28/1967
55758,Monthly,40 Month,07/22/1978,11/22/1981
18493,Daily,15 Day,03/25/1966,04/09/1966
55757,Monthly,45 Month,11/10/1966,08/10/1970
55756,One_Off,1 Day,06/25/1984,06/25/1984
55755,One_Off,1 Day,04/19/1989,04/19/1989
32983,Monthly,37 Month,08/02/1981,09/02/1984
18495,Yearly,26 Year,03/15/1985,03/15/2011
32982,Daily,19 Day,07/12/1977,07/31/1977
32985,Yearly,20 Year,05/25/1988,05/25/2008
18497,Yearly,17 Year,06/26/1978,06/26/1995
55752,Daily,3 Day,03/08/1990,03/11/1990
55751,Monthly,30 Month,07/20/1976,01/20/1979
18499,One_Off,1 Day,07/23/1984,07/23/1984
18498,Yearly,23 Year,09/27/1988,09/27/2011
55750,Yearly,17 Year,02/25/1978,02/25/1995
32981,Yearly,15 Year,06/14/1981,06/14/1996
4605,Monthly,83 Month,09/19/1985,08/19/1992
4604,Monthly,61 Month,12/27/1980,01/27/1986
4601,Yearly,21 Year,10/05/1966,10/05/1987
4600,Yearly,20 Year,02/19/1979,02/19/1999
57777,One_Off,1 Day,09/02/1981,09/02/1981
57776,Daily,41 Day,03/22/1985,05/02/1985
57778,Monthly,41 Month,11/28/1973,04/28/1977
4607,One_Off,1 Day,03/09/1990,03/09/1990
57773,Monthly,63 Month,04/23/1987,07/23/1992
4609,Monthly,80 Month,10/21/1989,06/21/1996
42272,Yearly,6 Year,05/05/1980,05/05/1986
57774,Monthly,59 Month,06/03/1989,05/03/1994
4608,Monthly,19 Month,04/16/1979,11/16/1980
18482,Daily,4 Day,12/25/1986,12/29/1986
18481,Monthly,34 Month,04/04/1972,02/04/1975
55723,One_Off,1 Day,12/04/1978,12/04/1978
18480,Yearly,35 Year,04/01/1973,04/01/2008
42266,Monthly,10 Month,02/27/1981,12/27/1981
42264,One_Off,1 Day,07/14/1989,07/14/1989
42265,Yearly,29 Year,05/23/1973,05/23/2002
42263,One_Off,1 Day,01/12/1982,01/12/1982
18487,Monthly,53 Month,08/23/1980,01/23/1985
4640,Yearly,28 Year,11/24/1986,11/24/2014
18485,Monthly,76 Month,08/24/1974,12/24/1980
55722,One_Off,1 Day,10/08/1990,10/08/1990
32994,One_Off,1 Day,05/26/1980,05/26/1980
18483,Monthly,62 Month,03/09/1978,05/09/1983
32993,Yearly,15 Year,06/26/1982,06/26/1997
4633,Daily,37 Day,04/12/1987,05/19/1987
4632,Yearly,6 Year,05/02/1974,05/02/1980
4631,Monthly,36 Month,01/16/1989,01/16/1992
4637,Monthly,70 Month,08/19/1989,06/19/1995
4636,Daily,36 Day,08/26/1967,10/01/1967
4635,Yearly,15 Year,03/12/1980,03/12/1995
57741,Yearly,8 Year,03/14/1979,03/14/1987
42260,Daily,51 Day,08/04/1981,09/24/1981
4639,Yearly,5 Year,03/26/1969,03/26/1974
57746,Yearly,46 Year,07/04/1967,07/04/2013
57745,Yearly,26 Year,01/13/1974,01/13/2000
57744,Yearly,4 Year,05/13/1968,05/13/1972
57743,Monthly,71 Month,06/17/1977,05/17/1983
42255,Yearly,9 Year,09/04/1976,09/04/1985
42257,Daily,46 Day,12/11/1972,01/26/1973
18470,Yearly,9 Year,04/06/1988,04/06/1997
42252,Monthly,54 Month,10/06/1970,04/06/1975
42253,Daily,38 Day,09/22/1968,10/30/1968
42254,Monthly,14 Month,07/24/1987,09/24/1988
18476,Yearly,23 Year,01/07/1978,01/07/2001
18479,One_Off,1 Day,03/13/1976,03/13/1976
18478,One_Off,1 Day,01/09/1976,01/09/1976
42259,Yearly,40 Year,07/10/1969,07/10/2009
55733,Monthly,53 Month,11/22/1980,04/22/1985
18473,Yearly,24 Year,10/22/1983,10/22/2007
18475,One_Off,1 Day,04/24/1969,04/24/1969
18474,Monthly,6 Month,11/09/1967,05/09/1968
4620,Monthly,49 Month,04/18/1979,05/18/1983
4623,Monthly,28 Month,01/13/1985,05/13/1987
4622,Monthly,72 Month,06/09/1989,06/09/1995
4628,Yearly,27 Year,06/08/1980,06/08/2007
57750,Monthly,10 Month,01/10/1988,11/10/1988
42250,Monthly,52 Month,08/13/1978,12/13/1982
57752,Monthly,62 Month,02/07/1989,04/07/1994
57755,Yearly,12 Year,08/16/1982,08/16/1994
57754,Daily,36 Day,10/17/1984,11/22/1984
18463,Monthly,60 Month,09/12/1966,09/12/1971
4663,Daily,29 Day,03/12/1980,04/10/1980
18464,Daily,5 Day,01/05/1988,01/10/1988
4661,Daily,32 Day,09/24/1982,10/26/1982
55787,Yearly,29 Year,10/12/1984,10/12/2013
55788,Daily,49 Day,10/18/1989,12/06/1989
53521,Daily,11 Day,08/08/1966,08/19/1966
18468,One_Off,1 Day,02/12/1967,02/12/1967
53522,Daily,19 Day,03/26/1979,04/14/1979
55782,Yearly,27 Year,11/18/1983,11/18/2010
53520,Monthly,87 Month,05/19/1990,08/19/1997
55784,Monthly,31 Month,04/06/1989,11/06/1991
18466,Monthly,14 Month,06/10/1977,08/10/1978
53525,One_Off,1 Day,07/14/1981,07/14/1981
53527,Monthly,14 Month,02/14/1982,04/14/1983
53528,Yearly,29 Year,07/16/1984,07/16/2013
55780,One_Off,1 Day,06/20/1990,06/20/1990
4657,Daily,52 Day,01/11/1980,03/03/1980
4655,Monthly,3 Month,05/08/1977,08/08/1977
4656,Yearly,30 Year,11/26/1980,11/26/2010
4653,Monthly,88 Month,11/23/1987,03/23/1995
55798,Daily,6 Day,04/24/1984,04/30/1984
18450,Daily,35 Day,11/18/1985,12/23/1985
4650,Yearly,13 Year,11/22/1987,11/22/2000
4652,Monthly,87 Month,12/28/1985,03/28/1993
18453,Monthly,53 Month,12/01/1973,05/01/1978
53530,Monthly,68 Month,11/04/1974,07/04/1980
55794,Daily,32 Day,07/07/1967,08/08/1967
18454,Monthly,19 Month,03/01/1981,10/01/1982
53531,Yearly,25 Year,01/27/1973,01/27/1998
55795,Yearly,6 Year,08/02/1984,08/02/1990
53532,Monthly,37 Month,02/16/1971,03/16/1974
55792,Yearly,25 Year,06/05/1977,06/05/2002
18456,One_Off,1 Day,07/16/1986,07/16/1986
53534,Daily,50 Day,03/14/1980,05/03/1980
53537,Monthly,88 Month,09/01/1970,01/01/1978
53538,Yearly,22 Year,08/05/1988,08/05/2010
4646,Yearly,15 Year,12/20/1986,12/20/2001
4647,Daily,22 Day,11/23/1973,12/15/1973
4649,Daily,10 Day,01/14/1984,01/24/1984
4643,One_Off,1 Day,08/09/1969,08/09/1969
4644,Yearly,12 Year,12/06/1975,12/06/1987
55760,Yearly,12 Year,06/20/1990,06/20/2002
55761,Yearly,22 Year,12/26/1974,12/26/1996
18443,Daily,27 Day,03/05/1983,04/01/1983
4685,Yearly,25 Year,08/06/1989,08/06/2014
55764,Monthly,37 Month,10/27/1969,11/27/1972
4684,Yearly,8 Year,01/03/1983,01/03/1991
4683,Monthly,89 Month,08/21/1980,01/21/1988
18440,Monthly,25 Month,07/19/1977,08/19/1979
55767,Monthly,40 Month,06/13/1973,10/13/1976
53508,Daily,8 Day,01/20/1990,01/28/1990
55768,Yearly,20 Year,02/07/1975,02/07/1995
55769,One_Off,1 Day,02/11/1990,02/11/1990
53506,Monthly,75 Month,04/22/1976,07/22/1982
53503,Daily,37 Day,06/04/1987,07/11/1987
53504,Yearly,33 Year,08/04/1973,08/04/2006
57781,Yearly,34 Year,06/05/1973,06/05/2007
57780,One_Off,1 Day,12/27/1989,12/27/1989
57783,Yearly,19 Year,02/26/1969,02/26/1988
57789,Monthly,18 Month,10/07/1978,04/07/1980
57788,Monthly,72 Month,10/17/1974,10/17/1980
18447,Monthly,57 Month,06/22/1967,03/22/1972
4670,Monthly,63 Month,04/19/1975,07/19/1980
18434,Monthly,37 Month,06/16/1985,07/16/1988
55771,Yearly,21 Year,08/23/1990,08/23/2011
4672,One_Off,1 Day,05/04/1990,05/04/1990
4674,Daily,28 Day,04/04/1970,05/02/1970
55774,One_Off,1 Day,06/02/1978,06/02/1978
18431,Yearly,8 Year,07/24/1989,07/24/1997
53516,Daily,42 Day,12/22/1971,02/02/1972
53517,Monthly,68 Month,05/24/1989,01/24/1995
55778,Monthly,11 Month,11/04/1987,10/04/1988
55779,Daily,17 Day,03/25/1975,04/11/1975
53519,One_Off,1 Day,03/04/1985,03/04/1985
42296,One_Off,1 Day,04/10/1974,04/10/1974
57791,Yearly,30 Year,12/02/1971,12/02/2001
53513,Yearly,21 Year,09/20/1975,09/20/1996
42295,Monthly,77 Month,01/21/1970,06/21/1976
42298,Yearly,7 Year,12/12/1990,12/12/1997
42297,Daily,53 Day,08/07/1976,09/29/1976
53515,Monthly,79 Month,07/03/1974,02/03/1981
57792,Monthly,60 Month,01/14/1974,01/14/1979
57794,Monthly,41 Month,04/19/1985,09/19/1988
42292,Monthly,86 Month,07/04/1988,09/04/1995
57796,Yearly,42 Year,04/19/1967,04/19/2009
42294,Yearly,10 Year,04/05/1983,04/05/1993
57797,Yearly,8 Year,03/17/1986,03/17/1994
16098,Daily,55 Day,02/20/1989,04/16/1989
57798,Daily,21 Day,11/22/1975,12/13/1975
57799,Monthly,17 Month,12/04/1969,05/04/1971
42290,One_Off,1 Day,03/18/1978,03/18/1978
16097,Yearly,26 Year,02/13/1984,02/13/2010
4665,Yearly,24 Year,01/12/1966,01/12/1990
4667,One_Off,1 Day,04/06/1974,04/06/1974
16093,Monthly,62 Month,08/02/1967,10/02/1972
18437,Yearly,7 Year,01/20/1985,01/20/1992
4669,One_Off,1 Day,09/17/1979,09/17/1979
18436,Yearly,12 Year,11/25/1985,11/25/1997
18439,Monthly,30 Month,09/07/1974,03/07/1977
16080,One_Off,1 Day,02/04/1986,02/04/1986
51419,Yearly,3 Year,09/07/1970,09/07/1973
4698,Monthly,78 Month,03/11/1986,09/11/1992
16082,Monthly,66 Month,01/15/1973,07/15/1978
16087,Monthly,38 Month,08/03/1973,10/03/1976
51421,Daily,48 Day,08/09/1976,09/26/1976
51420,Daily,42 Day,12/20/1988,01/31/1989
42201,One_Off,1 Day,12/06/1986,12/06/1986
42202,Yearly,17 Year,07/11/1989,07/11/2006
42205,Yearly,7 Year,10/13/1973,10/13/1980
51422,Monthly,3 Month,08/27/1989,11/27/1989
42207,Monthly,65 Month,11/26/1970,04/26/1976
42208,Yearly,20 Year,06/05/1974,06/05/1994
51428,Daily,49 Day,09/09/1977,10/28/1977
42209,Monthly,82 Month,06/04/1984,04/04/1991
51427,Daily,32 Day,11/16/1982,12/18/1982
4688,Monthly,45 Month,08/14/1966,05/14/1970
16070,One_Off,1 Day,06/12/1986,06/12/1986
16073,One_Off,1 Day,06/12/1974,06/12/1974
4687,Daily,47 Day,10/20/1977,12/06/1977
16072,Monthly,77 Month,04/14/1977,09/14/1983
16075,Daily,28 Day,02/23/1975,03/23/1975
16074,Daily,17 Day,11/24/1979,12/11/1979
16079,Monthly,57 Month,09/20/1970,06/20/1975
16078,Monthly,18 Month,03/19/1984,09/19/1985
51432,One_Off,1 Day,10/10/1990,10/10/1990
51431,Yearly,3 Year,10/22/1969,10/22/1972
4695,Yearly,24 Year,04/10/1988,04/10/2012
4694,Yearly,3 Year,05/11/1988,05/11/1991
4691,Yearly,29 Year,04/01/1973,04/01/2002
51438,Daily,43 Day,02/01/1981,03/16/1981
51439,Monthly,17 Month,01/07/1978,06/07/1979
16061,One_Off,1 Day,06/06/1971,06/06/1971
16060,Daily,16 Day,05/23/1973,06/08/1973
16069,Yearly,44 Year,02/16/1970,02/16/2014
16067,Monthly,55 Month,05/18/1974,12/18/1978
16066,Daily,5 Day,01/22/1980,01/27/1980
51404,One_Off,1 Day,01/07/1986,01/07/1986
51403,Daily,15 Day,11/27/1978,12/12/1978
51400,Yearly,33 Year,01/25/1975,01/25/2008
51408,Monthly,61 Month,05/20/1967,06/20/1972
51409,Daily,5 Day,10/06/1969,10/11/1969
16057,Yearly,5 Year,10/18/1980,10/18/1985
16059,Monthly,42 Month,07/12/1966,01/12/1970
16053,Daily,8 Day,03/09/1975,03/17/1975
16052,Daily,36 Day,04/18/1968,05/24/1968
16054,Yearly,6 Year,08/02/1982,08/02/1988
51410,Monthly,25 Month,07/13/1981,08/13/1983
51416,Daily,30 Day,08/03/1980,09/02/1980
51418,Yearly,26 Year,10/12/1970,10/12/1996
57723,Yearly,14 Year,02/24/1977,02/24/1991
16042,Daily,52 Day,11/12/1980,01/03/1981
16047,Daily,38 Day,11/28/1967,01/05/1968
16048,Daily,14 Day,12/13/1990,12/27/1990
16045,Monthly,59 Month,10/11/1986,09/11/1991
16046,Yearly,46 Year,08/07/1968,08/07/2014
42249,One_Off,1 Day,11/14/1966,11/14/1966
51469,One_Off,1 Day,05/09/1989,05/09/1989
42248,Yearly,6 Year,01/09/1967,01/09/1973
51466,One_Off,1 Day,06/09/1971,06/09/1971
51467,Daily,19 Day,02/28/1967,03/19/1967
51460,Monthly,39 Month,04/21/1982,07/21/1985
42241,Yearly,8 Year,03/11/1988,03/11/1996
51461,Monthly,30 Month,05/14/1972,11/14/1974
42240,Daily,19 Day,08/24/1982,09/12/1982
51464,Yearly,18 Year,02/20/1982,02/20/2000
51465,Yearly,12 Year,12/28/1988,12/28/2000
42244,Daily,34 Day,06/18/1981,07/22/1981
51462,Monthly,55 Month,04/25/1988,11/25/1992
42247,One_Off,1 Day,04/09/1967,04/09/1967
42246,Monthly,37 Month,05/16/1974,06/16/1977
51463,Yearly,22 Year,02/17/1973,02/17/1995
57734,Monthly,87 Month,12/22/1970,03/22/1978
57735,Monthly,70 Month,02/12/1976,12/12/1981
16031,One_Off,1 Day,02/27/1973,02/27/1973
16032,Yearly,28 Year,03/04/1976,03/04/2004
16033,Monthly,90 Month,09/12/1990,03/12/1998
57733,Monthly,48 Month,08/28/1968,08/28/1972
57730,Yearly,8 Year,03/11/1980,03/11/1988
16035,One_Off,1 Day,02/02/1986,02/02/1986
57731,One_Off,1 Day,10/24/1987,10/24/1987
16036,Monthly,83 Month,05/21/1987,04/21/1994
16037,Monthly,69 Month,03/08/1982,12/08/1987
57736,Daily,21 Day,01/08/1979,01/29/1979
57737,Monthly,52 Month,01/16/1974,05/16/1978
42239,One_Off,1 Day,06/17/1982,06/17/1982
51479,One_Off,1 Day,04/10/1976,04/10/1976
42238,One_Off,1 Day,06/04/1971,06/04/1971
16039,Monthly,9 Month,10/20/1983,07/20/1984
51470,Monthly,40 Month,11/16/1973,03/16/1977
42231,One_Off,1 Day,11/09/1973,11/09/1973
16038,Monthly,43 Month,07/05/1966,02/05/1970
42230,Yearly,17 Year,06/11/1986,06/11/2003
51473,Monthly,45 Month,06/16/1980,03/16/1984
42235,Daily,49 Day,01/08/1974,02/26/1974
42234,Monthly,40 Month,12/09/1969,04/09/1973
16026,Monthly,77 Month,09/18/1990,02/18/1997
16024,Daily,30 Day,03/19/1986,04/18/1986
16021,Daily,41 Day,02/17/1976,03/29/1976
57701,Daily,10 Day,03/19/1988,03/29/1988
16020,One_Off,1 Day,03/23/1985,03/23/1985
57703,One_Off,1 Day,05/17/1967,05/17/1967
57704,Daily,51 Day,07/05/1976,08/25/1976
57705,Monthly,25 Month,02/06/1987,03/06/1989
57706,Daily,45 Day,02/12/1970,03/29/1970
57707,Monthly,13 Month,01/06/1978,02/06/1979
57708,Monthly,88 Month,07/13/1976,11/13/1983
42227,Monthly,34 Month,01/24/1978,11/24/1980
51447,Monthly,44 Month,07/09/1973,03/09/1977
42228,Yearly,14 Year,03/03/1976,03/03/1990
51445,Monthly,68 Month,02/14/1970,10/14/1975
42223,Daily,24 Day,12/13/1978,01/06/1979
51442,One_Off,1 Day,06/20/1983,06/20/1983
42222,Monthly,87 Month,09/02/1967,12/02/1974
42224,Yearly,37 Year,10/01/1977,10/01/2014
42221,Yearly,30 Year,07/01/1972,07/01/2002
16028,Monthly,60 Month,07/15/1968,07/15/1973
42220,Yearly,34 Year,12/27/1977,12/27/2011
16013,One_Off,1 Day,01/12/1978,01/12/1978
57712,Yearly,25 Year,07/23/1989,07/23/2014
57713,Monthly,34 Month,08/18/1968,06/18/1971
57711,One_Off,1 Day,05/19/1975,05/19/1975
16011,Monthly,77 Month,07/17/1966,12/17/1972
57717,Daily,51 Day,02/28/1966,04/20/1966
57714,One_Off,1 Day,03/14/1975,03/14/1975
57715,Monthly,80 Month,09/01/1989,05/01/1996
57718,Yearly,8 Year,03/28/1987,03/28/1995
51459,Daily,28 Day,09/27/1985,10/25/1985
42218,One_Off,1 Day,05/02/1974,05/02/1974
42217,Daily,34 Day,07/11/1975,08/14/1975
51456,Yearly,10 Year,02/08/1981,02/08/1991
42216,Daily,32 Day,11/15/1967,12/17/1967
51457,Yearly,42 Year,10/06/1970,10/06/2012
42215,Monthly,44 Month,10/21/1983,06/21/1987
51452,Yearly,21 Year,03/10/1975,03/10/1996
51454,Daily,18 Day,02/11/1987,03/01/1987
16017,Monthly,61 Month,05/08/1980,06/08/1985
42210,Monthly,6 Month,03/11/1983,09/11/1983
16016,One_Off,1 Day,05/02/1977,05/02/1977
16019,Daily,19 Day,07/02/1988,07/21/1988
6770,Monthly,80 Month,10/10/1967,06/10/1974
20571,Monthly,57 Month,02/12/1967,11/12/1971
20570,One_Off,1 Day,12/07/1980,12/07/1980
51379,One_Off,1 Day,05/23/1967,05/23/1967
20573,Monthly,42 Month,04/06/1987,10/06/1990
20572,Yearly,32 Year,11/19/1970,11/19/2002
20577,Monthly,29 Month,03/16/1972,08/16/1974
6773,Daily,6 Day,10/21/1980,10/27/1980
51373,Monthly,66 Month,09/08/1973,03/08/1979
20579,Monthly,87 Month,03/06/1979,06/06/1986
20578,Yearly,42 Year,12/18/1972,12/18/2014
51372,One_Off,1 Day,03/10/1988,03/10/1988
51371,Daily,9 Day,12/11/1978,12/20/1978
51377,Monthly,4 Month,07/15/1971,11/15/1971
51375,One_Off,1 Day,10/04/1988,10/04/1988
6768,Monthly,59 Month,07/02/1968,06/02/1973
6767,Monthly,54 Month,05/20/1967,11/20/1971
6766,Daily,34 Day,08/19/1981,09/22/1981
6765,One_Off,1 Day,02/12/1987,02/12/1987
20584,Yearly,4 Year,07/01/1971,07/01/1975
6780,Monthly,83 Month,05/25/1978,04/25/1985
20583,Monthly,26 Month,01/22/1987,03/22/1989
20582,Daily,55 Day,10/07/1967,12/01/1967
6782,Daily,19 Day,11/13/1966,12/02/1966
51369,Yearly,40 Year,07/16/1971,07/16/2011
20588,Daily,50 Day,03/12/1983,05/01/1983
20587,Yearly,39 Year,09/08/1967,09/08/2006
6784,Yearly,32 Year,07/08/1978,07/08/2010
6785,Yearly,10 Year,02/24/1985,02/24/1995
51362,Yearly,9 Year,05/10/1968,05/10/1977
51364,Daily,18 Day,05/26/1970,06/13/1970
51365,Yearly,14 Year,05/15/1968,05/15/1982
6777,Yearly,15 Year,03/24/1983,03/24/1998
6776,Daily,45 Day,04/24/1974,06/08/1974
6779,One_Off,1 Day,10/28/1976,10/28/1976
6750,Yearly,4 Year,05/26/1984,05/26/1988
6751,Daily,19 Day,04/12/1984,05/01/1984
20551,One_Off,1 Day,09/16/1970,09/16/1970
51398,Monthly,28 Month,04/25/1970,08/25/1972
20557,Monthly,8 Month,07/27/1983,03/27/1984
51395,Daily,35 Day,10/11/1985,11/15/1985
51394,Monthly,16 Month,09/27/1980,01/27/1982
20559,Daily,3 Day,11/21/1972,11/24/1972
51392,Yearly,4 Year,01/17/1989,01/17/1993
51390,Monthly,57 Month,12/20/1990,09/20/1995
6747,Yearly,29 Year,02/23/1976,02/23/2005
6743,Yearly,14 Year,08/02/1976,08/02/1990
20566,Yearly,36 Year,07/05/1967,07/05/2003
6763,Yearly,10 Year,01/28/1976,01/28/1986
20564,Yearly,10 Year,05/23/1986,05/23/1996
20563,Yearly,4 Year,09/25/1968,09/25/1972
20562,One_Off,1 Day,08/23/1986,08/23/1986
20561,Daily,6 Day,07/04/1988,07/10/1988
51389,Yearly,10 Year,05/14/1975,05/14/1985
20560,Yearly,20 Year,09/05/1985,09/05/2005
6760,Monthly,88 Month,05/16/1974,09/16/1981
51387,Yearly,16 Year,04/27/1985,04/27/2001
51382,Monthly,3 Month,05/28/1969,08/28/1969
51384,One_Off,1 Day,05/19/1971,05/19/1971
20567,Yearly,46 Year,04/09/1968,04/09/2014
6755,One_Off,1 Day,06/23/1982,06/23/1982
6757,One_Off,1 Day,06/27/1976,06/27/1976
6756,Yearly,28 Year,05/14/1984,05/14/2012
20534,One_Off,1 Day,08/20/1970,08/20/1970
20535,Daily,9 Day,05/03/1968,05/12/1968
20538,Daily,43 Day,10/23/1967,12/05/1967
20539,One_Off,1 Day,06/02/1980,06/02/1980
20549,Yearly,29 Year,04/13/1985,04/13/2014
20540,Daily,4 Day,06/09/1970,06/13/1970
20543,Yearly,4 Year,07/12/1976,07/12/1980
20541,Yearly,16 Year,05/20/1968,05/20/1984
20519,One_Off,1 Day,12/18/1968,12/18/1968
20512,Yearly,20 Year,04/03/1981,04/03/2001
20515,Yearly,3 Year,10/15/1968,10/15/1971
6796,One_Off,1 Day,08/27/1986,08/27/1986
6794,Yearly,13 Year,01/05/1990,01/05/2003
6791,Yearly,39 Year,03/05/1972,03/05/2011
6790,Yearly,23 Year,07/05/1973,07/05/1996
6789,Yearly,12 Year,04/28/1980,04/28/1992
